04073000000,Paterna del Río,Municipio,37.02162718,-2.95313089,1201,es5026
04074000000,Pechina,Municipio,36.91567505,-2.44105175,105,es5037
04075000000,Pulpí,Municipio,37.41211031,-1.745159,194,es5523
04076000000,Purchena,Municipio,37.34731041,-2.36166335,551,es5529
04077000000,Rágol,Municipio,36.9953238,-2.68123514,405,es5606
04078000000,Rioja,Municipio,36.94267969,-2.46389912,128,es5740
04079000000,Roquetas de Mar,Municipio,36.76467854,-2.6150576,7,es5818
04080000000,Santa Cruz de Marchena,Municipio,37.01700109,-2.60298289,330,es6263
04081000000,Santa Fe de Mondújar,Municipio,36.97425446,-2.5313124,215,es6292
04082000000,Senés,Municipio,37.20447008,-2.34726177,1008,es6478
04083000000,Serón,Municipio,37.34295293,-2.50991257,823,es6495
04084000000,Sierro,Municipio,37.32144567,-2.39864285,755,es6530
04085000000,Somontín,Municipio,37.39094721,-2.38745675,824,es6583
04086000000,Sorbas,Municipio,37.09821538,-2.124113,409,es6596
04087000000,Suflí,Municipio,37.33823085,-2.39014365,630,es6639
04088000000,Tabernas,Municipio,37.04984427,-2.39150625,402,es6652
04089000000,Taberno,Municipio,37.46930863,-2.07770837,712,es6653
04090000000,Tahal,Municipio,37.22770702,-2.28473564,1008,es6661
04091000000,Terque,Municipio,36.98374179,-2.5960885,285,es6741
04092000000,Tíjola,Municipio,37.34438543,-2.43885542,688,es6766
04093000000,Turre,Municipio,37.15286446,-1.89426392,51,es7055
04094000000,Turrillas,Municipio,37.0299004,-2.26512269,845,es7056
04095000000,Uleila del Campo,Municipio,37.18525562,-2.2035137,627,es7072
04096000000,Urrácal,Municipio,37.39750865,-2.36518023,744,es7100
04097000000,Velefique,Municipio,37.19492499,-2.40192493,926,es7403
04098000000,Vélez-Blanco,Municipio,37.69085853,-2.09608111,1076,es7405
04099000000,Vélez-Rubio,Municipio,37.64799415,-2.07415558,838,es7407
04100000000,Vera,Municipio,37.24675325,-1.86877507,101,es7436
04101000000,Viator,Municipio,36.88906423,-2.42781271,71,es7455
04102000000,Vícar,Municipio,36.83084658,-2.64392746,279,es7457
04103000000,Zurgena,Municipio,37.34234106,-2.03993235,239,es8111
04901000000,Las Tres Villas,Municipio,37.13516947,-2.71216116,689,es7019
04902000000,El Ejido,Municipio,36.77576137,-2.81490838,81,es2551
04903000000,La Mojonera,Municipio,36.75456705,-2.68308803,40,es4263
04904000000,Balanegra,Municipio,36.74594326,-2.90884074,6,es9000
05001000000,Adanero,Municipio,40.94423557,-4.60377542,910,es50
05002000000,La Adrada,Municipio,40.30136381,-4.63746033,624,es57
05005000000,Albornos,Municipio,40.83545261,-4.88627099,911,es207
05007000000,Aldeanueva de Santa Cruz,Municipio,40.38196006,-5.41959204,1162,es329
05008000000,Aldeaseca,Municipio,41.04920154,-4.81751947,859,es335
05010000000,La Aldehuela,Municipio,40.40948687,-5.40842904,1068,es342
